incident_id,person_id,date,crime_type,modus_operandi,severity,location,persons_involved,description
274,84,2020-04-08,Arson,Peripheral,Low,City_4,84;5;39,Arson operation led by Peripheral
275,134,2021-01-30,Collection,Peripheral,High,City_10,134;328;160,Collection operation led by Peripheral
276,173,2022-01-14,Extortion,Broker,Severe,City_3,173;300;159;491,Extortion operation led by Broker
277,39,2022-05-02,Robbery,Peripheral,Low,City_7,39;455,Robbery operation led by Peripheral
278,192,2023-05-09,Arson,Peripheral,Medium,City_8,192;370,Arson operation led by Peripheral
279,45,2023-06-03,Arson,Peripheral,Low,City_9,45;362;380,Arson operation led by Peripheral
280,477,2020-05-31,Collection,Peripheral,Medium,City_1,477;255;278;421;309,Collection operation led by Peripheral
281,385,2021-11-27,Intimidation,Peripheral,Low,City_1,385;251;52;259;230,Intimidation operation led by Peripheral
282,180,2020-12-16,Intimidation,Peripheral,Low,City_6,180;185;188,Intimidation operation led by Peripheral
283,358,2020-02-09,Money Laundering,Coordinator,Severe,City_7,358;361;348;17,Money Laundering operation led by Coordinator
284,196,2021-09-12,Robbery,Peripheral,Low,City_8,196;130,Robbery operation led by Peripheral
285,89,2021-07-10,Extortion,Broker,Medium,City_7,89;446;332,Extortion operation led by Broker
286,210,2020-03-31,Logistics,Enabler,Low,City_6,210;464;21,Logistics operation led by Enabler
287,201,2023-05-10,Weapons Supply,Enabler,Low,City_6,201;190;303,Weapons Supply operation led by Enabler
288,410,2024-09-18,Weapons Supply,Enabler,High,City_4,410;33;297;187,Weapons Supply operation led by Enabler
289,146,2024-10-29,Collection,Peripheral,Low,City_9,146;200;123;399,Collection operation led by Peripheral
290,214,2024-08-19,Robbery,Peripheral,Medium,City_8,214;2;466,Robbery operation led by Peripheral
291,408,2021-02-26,Logistics,Enabler,Medium,City_7,408;278;435,Logistics operation led by Enabler
292,110,2021-09-25,Intimidation,Peripheral,Medium,City_6,110;389;375,Intimidation operation led by Peripheral
293,180,2023-03-05,Robbery,Peripheral,Medium,City_9,180;101;360,Robbery operation led by Peripheral
294,230,2022-09-01,Collection,Peripheral,Low,City_7,230;127,Collection operation led by Peripheral
295,212,2023-12-17,Resource Distribution,Broker,Medium,City_10,212;302,Resource Distribution operation led by Broker
296,285,2023-09-18,Document Forgery,Enabler,Medium,City_9,285;187;109,Document Forgery operation led by Enabler
297,290,2020-07-09,Illegal Contracts,Broker,High,City_5,290;491,Illegal Contracts operation led by Broker
298,401,2023-04-05,Collection,Peripheral,Low,City_7,401;82;144;284;441,Collection operation led by Peripheral
299,306,2022-01-13,Robbery,Peripheral,Low,City_3,306;84,Robbery operation led by Peripheral
300,236,2021-07-15,Drug Trafficking,Enabler,Severe,City_8,236;259;189,Drug Trafficking operation led by Enabler
301,481,2021-05-24,Robbery,Peripheral,Medium,City_10,481;416;163;402,Robbery operation led by Peripheral
302,414,2020-06-04,Weapons Supply,Enabler,Medium,City_4,414;486;156;221,Weapons Supply operation led by Enabler
303,135,2021-04-25,Arson,Peripheral,Low,City_7,135;361;260;497,Arson operation led by Peripheral
304,125,2024-06-17,Illegal Contracts,Broker,Severe,City_10,125;95,Illegal Contracts operation led by Broker
305,378,2020-07-22,Robbery,Peripheral,Medium,City_2,378;41;365,Robbery operation led by Peripheral
306,117,2021-05-14,Illegal Contracts,Broker,Medium,City_5,117;57,Illegal Contracts operation led by Broker
307,20,2024-02-07,Intimidation,Peripheral,Medium,City_2,20;35;341;271,Intimidation operation led by Peripheral
308,273,2024-02-20,Collection,Peripheral,Low,City_1,273;113;403;404,Collection operation led by Peripheral
309,279,2024-05-11,Resource Distribution,Broker,Medium,City_9,279;257,Resource Distribution operation led by Broker
310,200,2024-11-03,Weapons Supply,Enabler,Medium,City_8,200;368;172,Weapons Supply operation led by Enabler
311,173,2024-12-21,Coordination,Broker,Medium,City_9,173;241;467,Coordination operation led by Broker
312,167,2023-06-02,Collection,Peripheral,Low,City_9,167;222,Collection operation led by Peripheral
313,297,2022-07-12,Collection,Peripheral,Medium,City_8,297;112,Collection operation led by Peripheral
314,23,2020-01-27,Arson,Peripheral,Low,City_5,23;180;39,Arson operation led by Peripheral
315,485,2021-04-10,Weapons Supply,Enabler,Medium,City_5,485;217;258;363,Weapons Supply operation led by Enabler
316,416,2022-11-27,Collection,Peripheral,Medium,City_8,416;251,Collection operation led by Peripheral
317,334,2020-06-28,Robbery,Peripheral,Medium,City_5,334;166,Robbery operation led by Peripheral
318,370,2024-03-02,Drug Trafficking,Enabler,Medium,City_5,370;464;279,Drug Trafficking operation led by Enabler
319,188,2024-08-02,Arson,Peripheral,Low,City_1,188;195;397;386,Arson operation led by Peripheral
320,295,2021-01-19,Arson,Peripheral,Low,City_5,295;260;460,Arson operation led by Peripheral
321,63,2024-11-16,Robbery,Peripheral,Low,City_4,63;439;261;397,Robbery operation led by Peripheral
322,112,2024-06-10,Document Forgery,Enabler,High,City_4,112;482;234;84,Document Forgery operation led by Enabler
323,171,2020-01-27,Drug Trafficking,Enabler,Severe,City_2,171;494;9,Drug Trafficking operation led by Enabler
324,78,2022-01-08,Resource Distribution,Broker,Low,City_6,78;173;338;239,Resource Distribution operation led by Broker
325,265,2020-02-10,Document Forgery,Enabler,Medium,City_6,265;213,Document Forgery operation led by Enabler
326,273,2024-01-13,Robbery,Peripheral,High,City_6,273;270;46,Robbery operation led by Peripheral
327,89,2021-04-28,Resource Distribution,Broker,Medium,City_8,89;290,Resource Distribution operation led by Broker
328,377,2023-06-13,Arson,Peripheral,Low,City_1,377;357;111;329;307,Arson operation led by Peripheral
329,489,2021-06-03,Weapons Supply,Enabler,Low,City_4,489;268,Weapons Supply operation led by Enabler
330,168,2022-07-26,Logistics,Enabler,Low,City_6,168;130;150;177;271,Logistics operation led by Enabler
331,152,2022-10-03,Extortion,Broker,High,City_4,152;302;398;129,Extortion operation led by Broker
332,249,2023-12-13,Arson,Peripheral,Low,City_6,249;29;318,Arson operation led by Peripheral
333,240,2021-12-26,Territory Control,Coordinator,Medium,City_4,240;98;414;173;350,Territory Control operation led by Coordinator
334,352,2024-04-20,Extortion,Broker,Medium,City_2,352;68;314;228;139,Extortion operation led by Broker
335,45,2021-12-05,Collection,Peripheral,Low,City_2,45;264,Collection operation led by Peripheral
336,131,2023-10-06,Drug Trafficking,Enabler,Low,City_7,131;219;271,Drug Trafficking operation led by Enabler
337,67,2024-05-17,Logistics,Enabler,Low,City_5,67;486;481;352,Logistics operation led by Enabler
338,218,2020-04-01,Arson,Peripheral,Low,City_4,218;425;446;247;158,Arson operation led by Peripheral
339,381,2024-04-02,Robbery,Peripheral,Medium,City_7,381;54,Robbery operation led by Peripheral
340,234,2024-02-04,Resource Distribution,Broker,Low,City_7,234;314;160;424;304,Resource Distribution operation led by Broker
341,377,2021-05-26,Robbery,Peripheral,Medium,City_2,377;255;364,Robbery operation led by Peripheral
342,238,2021-03-06,Robbery,Peripheral,Low,City_5,238;71;457;175;102,Robbery operation led by Peripheral
343,481,2020-08-31,Robbery,Peripheral,Medium,City_6,481;83;151;233;287,Robbery operation led by Peripheral
344,386,2023-04-07,Collection,Peripheral,Low,City_1,386;120;465;91;350,Collection operation led by Peripheral
345,210,2024-03-16,Document Forgery,Enabler,Medium,City_10,210;366;492;144;132,Document Forgery operation led by Enabler
346,279,2022-02-28,Extortion,Broker,High,City_9,279;441,Extortion operation led by Broker
347,3,2022-04-16,Intimidation,Peripheral,High,City_10,3;21;233;26,Intimidation operation led by Peripheral
348,487,2022-02-13,Intimidation,Peripheral,Low,City_4,487;389;101;478;260,Intimidation operation led by Peripheral
349,248,2021-12-19,Coordination,Broker,Medium,City_10,248;190;50,Coordination operation led by Broker
350,25,2023-11-02,Arson,Peripheral,Medium,City_2,25;162;369,Arson operation led by Peripheral
351,499,2024-04-11,Robbery,Peripheral,Medium,City_10,499;219,Robbery operation led by Peripheral
352,125,2020-01-09,Coordination,Broker,Low,City_9,125;121;138,Coordination operation led by Broker
353,279,2023-01-09,Illegal Contracts,Broker,Medium,City_8,279;473;136;177;157,Illegal Contracts operation led by Broker
354,403,2022-04-30,Intimidation,Peripheral,Medium,City_7,403;400;243;483,Intimidation operation led by Peripheral
355,44,2024-01-17,Collection,Peripheral,Low,City_7,44;465,Collection operation led by Peripheral
356,311,2022-01-22,Extortion,Broker,Low,City_2,311;348,Extortion operation led by Broker
357,160,2021-09-16,Weapons Supply,Enabler,High,City_6,160;323,Weapons Supply operation led by Enabler
358,358,2024-11-28,Strategic Planning,Coordinator,High,City_7,358;253;82,Strategic Planning operation led by Coordinator
359,185,2022-04-03,Intimidation,Peripheral,Low,City_7,185;195;22;165;119,Intimidation operation led by Peripheral
360,312,2023-05-25,Collection,Peripheral,Low,City_2,312;277;94;262;199,Collection operation led by Peripheral
361,480,2022-11-06,Strategic Planning,Coordinator,Medium,City_5,480;304;296;236,Strategic Planning operation led by Coordinator
362,25,2020-12-31,Collection,Peripheral,Medium,City_8,25;119;385,Collection operation led by Peripheral
363,199,2022-05-08,Intimidation,Peripheral,High,City_2,199;180,Intimidation operation led by Peripheral
364,194,2021-07-21,Robbery,Peripheral,Low,City_9,194;318;301,Robbery operation led by Peripheral
365,299,2024-11-09,Extortion,Broker,Medium,City_10,299;49;323;442,Extortion operation led by Broker
366,122,2023-04-27,Resource Distribution,Broker,Severe,City_8,122;65;159;239;14,Resource Distribution operation led by Broker
367,241,2022-07-11,Document Forgery,Enabler,Medium,City_1,241;339;308;322;188,Document Forgery operation led by Enabler
368,26,2024-07-30,Collection,Peripheral,High,City_7,26;323;488;145;64,Collection operation led by Peripheral
369,270,2022-05-06,Collection,Peripheral,Low,City_8,270;490,Collection operation led by Peripheral
370,16,2024-04-01,Document Forgery,Enabler,Medium,City_4,16;0,Document Forgery operation led by Enabler
371,480,2024-12-04,Territory Control,Coordinator,High,City_3,480;224;139;353;239,Territory Control operation led by Coordinator
372,240,2024-01-07,Territory Control,Coordinator,Medium,City_5,240;1;132;332,Territory Control operation led by Coordinator
373,240,2022-09-08,Corruption,Coordinator,Severe,City_10,240;202;290,Corruption operation led by Coordinator
374,307,2021-04-08,Collection,Peripheral,High,City_10,307;221,Collection operation led by Peripheral
375,248,2024-11-08,Illegal Contracts,Broker,Medium,City_1,248;161;173;348,Illegal Contracts operation led by Broker
376,492,2020-07-31,Resource Distribution,Broker,Severe,City_1,492;471,Resource Distribution operation led by Broker
377,6,2023-01-09,Collection,Peripheral,Low,City_6,6;232,Collection operation led by Peripheral
378,478,2021-07-24,Drug Trafficking,Enabler,Medium,City_6,478;135;17;172;384,Drug Trafficking operation led by Enabler
379,403,2022-03-09,Intimidation,Peripheral,High,City_6,403;251;320;96;367,Intimidation operation led by Peripheral
380,243,2023-04-27,Arson,Peripheral,Low,City_10,243;133;468;277;371,Arson operation led by Peripheral
381,139,2020-03-04,Document Forgery,Enabler,Severe,City_9,139;375,Document Forgery operation led by Enabler
382,277,2021-05-20,Robbery,Peripheral,Low,City_5,277;65;116,Robbery operation led by Peripheral
383,373,2020-06-05,Arson,Peripheral,Low,City_5,373;59;92;259,Arson operation led by Peripheral
384,397,2024-07-22,Robbery,Peripheral,Low,City_10,397;266,Robbery operation led by Peripheral
385,395,2024-06-26,Document Forgery,Enabler,High,City_1,395;237;308;246;420,Document Forgery operation led by Enabler
386,468,2022-08-06,Intimidation,Peripheral,Medium,City_10,468;36;420,Intimidation operation led by Peripheral
387,342,2023-06-24,Arson,Peripheral,Low,City_3,342;132;369,Arson operation led by Peripheral
388,367,2023-12-16,Drug Trafficking,Enabler,Medium,City_5,367;444;88;476,Drug Trafficking operation led by Enabler
389,17,2020-10-07,Logistics,Enabler,Medium,City_5,17;136;153;143,Logistics operation led by Enabler
390,13,2021-12-15,Intimidation,Peripheral,High,City_5,13;366;87;166;244,Intimidation operation led by Peripheral
391,442,2022-02-26,Resource Distribution,Broker,High,City_2,442;313;475,Resource Distribution operation led by Broker
392,395,2021-06-15,Weapons Supply,Enabler,High,City_10,395;282;409,Weapons Supply operation led by Enabler
393,107,2024-01-15,Weapons Supply,Enabler,Severe,City_9,107;408,Weapons Supply operation led by Enabler
394,234,2024-12-15,Illegal Contracts,Broker,Medium,City_3,234;430;173,Illegal Contracts operation led by Broker
395,102,2021-05-12,Collection,Peripheral,High,City_9,102;65;364,Collection operation led by Peripheral
396,195,2023-11-22,Intimidation,Peripheral,Medium,City_4,195;81;401,Intimidation operation led by Peripheral
397,358,2020-12-25,Corruption,Coordinator,Severe,City_1,358;394,Corruption operation led by Coordinator
398,291,2023-05-30,Drug Trafficking,Enabler,Severe,City_7,291;248;187,Drug Trafficking operation led by Enabler
399,230,2022-01-23,Collection,Peripheral,Severe,City_2,230;425;381,Collection operation led by Peripheral
400,139,2024-03-29,Logistics,Enabler,Low,City_5,139;428,Logistics operation led by Enabler
401,281,2024-10-04,Coordination,Broker,High,City_4,281;326,Coordination operation led by Broker
402,134,2023-07-25,Robbery,Peripheral,Medium,City_9,134;315;263,Robbery operation led by Peripheral
403,203,2024-10-03,Robbery,Peripheral,High,City_2,203;48;215;470;92,Robbery operation led by Peripheral
404,358,2021-03-04,Strategic Planning,Coordinator,Severe,City_2,358;174;449;139;309,Strategic Planning operation led by Coordinator
405,121,2023-05-16,Illegal Contracts,Broker,High,City_2,121;363;49;131,Illegal Contracts operation led by Broker
406,425,2022-06-17,Robbery,Peripheral,High,City_3,425;260;22;92,Robbery operation led by Peripheral
407,69,2024-07-25,Illegal Contracts,Broker,Medium,City_3,69;350,Illegal Contracts operation led by Broker
408,300,2023-03-17,Weapons Supply,Enabler,Medium,City_3,300;370;332;389;479,Weapons Supply operation led by Enabler
409,474,2024-10-26,Corruption,Coordinator,Severe,City_10,474;357;22,Corruption operation led by Coordinator
410,426,2020-06-06,Intimidation,Peripheral,High,City_6,426;128;496,Intimidation operation led by Peripheral
411,478,2022-01-17,Weapons Supply,Enabler,Medium,City_10,478;204,Weapons Supply operation led by Enabler
412,279,2024-12-15,Resource Distribution,Broker,Medium,City_8,279;434;16;350,Resource Distribution operation led by Broker
413,243,2022-03-20,Robbery,Peripheral,High,City_4,243;455;235;220,Robbery operation led by Peripheral
414,263,2022-10-25,Arson,Peripheral,Medium,City_8,263;394,Arson operation led by Peripheral
415,94,2022-08-14,Intimidation,Peripheral,Low,City_8,94;143;490;15,Intimidation operation led by Peripheral
416,467,2024-01-29,Drug Trafficking,Enabler,Low,City_2,467;303;311;3,Drug Trafficking operation led by Enabler
417,202,2024-11-22,Resource Distribution,Broker,High,City_2,202;187;438,Resource Distribution operation led by Broker
418,342,2023-01-10,Collection,Peripheral,Low,City_4,342;70;77;393,Collection operation led by Peripheral
419,279,2021-06-30,Coordination,Broker,High,City_6,279;16;284;72,Coordination operation led by Broker
420,438,2023-01-28,Resource Distribution,Broker,Low,City_3,438;182,Resource Distribution operation led by Broker
421,303,2020-11-10,Illegal Contracts,Broker,High,City_7,303;30;356;313;246,Illegal Contracts operation led by Broker
422,474,2023-05-28,Money Laundering,Coordinator,Low,City_10,474;265;352;248;95,Money Laundering operation led by Coordinator
423,125,2024-03-24,Coordination,Broker,Severe,City_1,125;182;241;136,Coordination operation led by Broker
424,45,2020-01-11,Intimidation,Peripheral,Low,City_10,45;39;446,Intimidation operation led by Peripheral
425,136,2023-09-16,Resource Distribution,Broker,Medium,City_9,136;67;333;357,Resource Distribution operation led by Broker
426,206,2020-11-26,Coordination,Broker,Severe,City_5,206;174;433;132,Coordination operation led by Broker
427,55,2022-07-18,Robbery,Peripheral,Medium,City_3,55;211;292;215;132,Robbery operation led by Peripheral
428,59,2024-01-13,Intimidation,Peripheral,High,City_10,59;397;124;449,Intimidation operation led by Peripheral
429,418,2024-08-28,Robbery,Peripheral,Medium,City_6,418;433;79;9,Robbery operation led by Peripheral
430,246,2021-06-17,Logistics,Enabler,Low,City_8,246;200;267;66,Logistics operation led by Enabler
431,116,2023-02-19,Arson,Peripheral,High,City_4,116;389;308;443;381,Arson operation led by Peripheral
432,14,2020-11-29,Document Forgery,Enabler,Medium,City_9,14;191;235,Document Forgery operation led by Enabler
433,164,2022-04-23,Arson,Peripheral,Low,City_8,164;328,Arson operation led by Peripheral
434,252,2022-03-09,Collection,Peripheral,Medium,City_9,252;59;376;150,Collection operation led by Peripheral
435,41,2024-12-01,Robbery,Peripheral,Medium,City_9,41;300;454;355,Robbery operation led by Peripheral
436,31,2024-11-19,Coordination,Broker,Severe,City_8,31;314,Coordination operation led by Broker
437,451,2024-12-11,Arson,Peripheral,Low,City_6,451;335,Arson operation led by Peripheral
438,79,2023-08-29,Intimidation,Peripheral,Medium,City_3,79;1;433;52;150,Intimidation operation led by Peripheral
439,65,2021-11-01,Logistics,Enabler,Severe,City_7,65;323;481;68,Logistics operation led by Enabler
440,282,2021-01-21,Robbery,Peripheral,Low,City_4,282;158;21,Robbery operation led by Peripheral
441,330,2020-06-26,Resource Distribution,Broker,Medium,City_10,330;1,Resource Distribution operation led by Broker
442,346,2023-07-01,Collection,Peripheral,Low,City_10,346;468;471;214;88,Collection operation led by Peripheral
443,302,2020-05-30,Corruption,Coordinator,Medium,City_4,302;471;449,Corruption operation led by Coordinator
444,280,2020-09-08,Intimidation,Peripheral,Medium,City_2,280;424;199;455,Intimidation operation led by Peripheral
445,53,2021-08-13,Collection,Peripheral,Low,City_7,53;11,Collection operation led by Peripheral
446,240,2024-05-17,Strategic Planning,Coordinator,Low,City_10,240;405,Strategic Planning operation led by Coordinator
447,486,2020-11-28,Robbery,Peripheral,Low,City_4,486;375;241;454;120,Robbery operation led by Peripheral
448,177,2023-04-04,Resource Distribution,Broker,Severe,City_8,177;446;1;290,Resource Distribution operation led by Broker
449,306,2022-03-17,Arson,Peripheral,Low,City_5,306;183,Arson operation led by Peripheral
450,269,2020-11-30,Logistics,Enabler,Low,City_2,269;484;90;311;298,Logistics operation led by Enabler
451,455,2020-12-17,Arson,Peripheral,High,City_10,455;280,Arson operation led by Peripheral
452,410,2021-11-06,Document Forgery,Enabler,Severe,City_5,410;37,Document Forgery operation led by Enabler
453,367,2023-03-14,Logistics,Enabler,Medium,City_6,367;277;163;14,Logistics operation led by Enabler
454,215,2023-07-18,Arson,Peripheral,Medium,City_2,215;308,Arson operation led by Peripheral
455,480,2020-05-28,Strategic Planning,Coordinator,Severe,City_1,480;492;108;201,Strategic Planning operation led by Coordinator
456,61,2021-03-27,Resource Distribution,Broker,Medium,City_10,61;112;221;210;337,Resource Distribution operation led by Broker
457,62,2021-06-10,Logistics,Enabler,Low,City_3,62;453;320;361;10,Logistics operation led by Enabler
458,398,2024-08-20,Extortion,Broker,Severe,City_3,398;433,Extortion operation led by Broker
459,357,2021-11-16,Document Forgery,Enabler,High,City_7,357;196;321;218;336,Document Forgery operation led by Enabler
460,284,2021-01-07,Document Forgery,Enabler,High,City_3,284;12;476;39;217,Document Forgery operation led by Enabler
461,383,2020-04-13,Drug Trafficking,Enabler,Severe,City_9,383;486,Drug Trafficking operation led by Enabler
462,135,2023-03-11,Collection,Peripheral,Low,City_3,135;93;373,Collection operation led by Peripheral
463,327,2024-07-03,Arson,Peripheral,Low,City_3,327;381;88;335;469,Arson operation led by Peripheral
464,283,2024-10-07,Arson,Peripheral,High,City_6,283;278;53;381;70,Arson operation led by Peripheral
465,109,2022-11-20,Logistics,Enabler,Medium,City_3,109;65;229,Logistics operation led by Enabler
466,26,2021-02-15,Arson,Peripheral,High,City_10,26;17;8,Arson operation led by Peripheral
467,346,2022-08-20,Robbery,Peripheral,Low,City_8,346;187,Robbery operation led by Peripheral
468,94,2021-02-03,Robbery,Peripheral,High,City_8,94;262;371;407;160,Robbery operation led by Peripheral
469,328,2024-10-05,Collection,Peripheral,Medium,City_3,328;488;332;41,Collection operation led by Peripheral
470,240,2021-01-16,Territory Control,Coordinator,Severe,City_1,240;352,Territory Control operation led by Coordinator
471,399,2021-08-12,Arson,Peripheral,Low,City_2,399;92;30,Arson operation led by Peripheral
472,224,2020-09-15,Document Forgery,Enabler,High,City_6,224;137;431,Document Forgery operation led by Enabler
473,95,2021-02-08,Logistics,Enabler,Medium,City_10,95;209;447,Logistics operation led by Enabler
474,301,2020-01-10,Arson,Peripheral,High,City_7,301;231;305;27,Arson operation led by Peripheral
475,359,2020-01-30,Resource Distribution,Broker,Low,City_7,359;332;80;339;236,Resource Distribution operation led by Broker
476,214,2021-06-29,Intimidation,Peripheral,Low,City_6,214;421,Intimidation operation led by Peripheral
477,29,2021-09-08,Collection,Peripheral,Low,City_2,29;82,Collection operation led by Peripheral
478,330,2020-07-25,Illegal Contracts,Broker,Severe,City_2,330;291,Illegal Contracts operation led by Broker
479,83,2022-10-05,Intimidation,Peripheral,Low,City_3,83;144;218;45;272,Intimidation operation led by Peripheral
480,184,2020-06-16,Arson,Peripheral,Medium,City_1,184;488;413,Arson operation led by Peripheral
481,304,2023-02-09,Coordination,Broker,Low,City_1,304;333;50;370,Coordination operation led by Broker
482,336,2021-05-17,Intimidation,Peripheral,Medium,City_10,336;272;132;8;185,Intimidation operation led by Peripheral
483,218,2024-03-12,Collection,Peripheral,Low,City_9,218;243;250;87,Collection operation led by Peripheral
484,302,2022-07-03,Corruption,Coordinator,Severe,City_5,302;72;473;414,Corruption operation led by Coordinator
485,93,2022-10-28,Robbery,Peripheral,Severe,City_10,93;452;320;373;156,Robbery operation led by Peripheral
486,212,2024-10-02,Coordination,Broker,High,City_4,212;438;216,Coordination operation led by Broker
487,99,2023-11-09,Intimidation,Peripheral,Low,City_4,99;143;100;195;284,Intimidation operation led by Peripheral
488,420,2023-07-08,Robbery,Peripheral,Low,City_2,420;436;415,Robbery operation led by Peripheral
489,438,2023-07-08,Illegal Contracts,Broker,Severe,City_2,438;317;68,Illegal Contracts operation led by Broker
490,362,2020-01-31,Arson,Peripheral,High,City_9,362;287;113,Arson operation led by Peripheral
491,78,2021-02-15,Extortion,Broker,Severe,City_4,78;159;191;393;67,Extortion operation led by Broker
492,358,2021-03-12,Territory Control,Coordinator,Severe,City_1,358;159;80;430;42,Territory Control operation led by Coordinator
493,200,2023-03-18,Weapons Supply,Enabler,Medium,City_3,200;272;305,Weapons Supply operation led by Enabler
494,121,2020-11-01,Coordination,Broker,Severe,City_6,121;50;187,Coordination operation led by Broker
495,419,2022-12-14,Arson,Peripheral,Low,City_8,419;256;272,Arson operation led by Peripheral
496,306,2022-03-07,Intimidation,Peripheral,Low,City_10,306;111;101;109,Intimidation operation led by Peripheral
497,72,2021-03-24,Drug Trafficking,Enabler,High,City_3,72;133;20;485,Drug Trafficking operation led by Enabler
498,302,2022-05-18,Money Laundering,Coordinator,High,City_6,302;299;424;126,Money Laundering operation led by Coordinator
499,227,2021-04-27,Drug Trafficking,Enabler,Low,City_5,227;219;238,Drug Trafficking operation led by Enabler
500,247,2021-05-26,Collection,Peripheral,Medium,City_6,247;339;341;79,Collection operation led by Peripheral
501,323,2023-11-29,Drug Trafficking,Enabler,Medium,City_6,323;68;16;13,Drug Trafficking operation led by Enabler
502,347,2024-10-04,Robbery,Peripheral,Severe,City_1,347;163;293;499,Robbery operation led by Peripheral
503,362,2022-04-18,Collection,Peripheral,Severe,City_1,362;21;455;215,Collection operation led by Peripheral
504,191,2021-05-21,Document Forgery,Enabler,Medium,City_3,191;424,Document Forgery operation led by Enabler
505,43,2020-10-01,Robbery,Peripheral,Low,City_4,43;384;445;396;427,Robbery operation led by Peripheral
506,179,2023-03-24,Intimidation,Peripheral,Low,City_6,179;425,Intimidation operation led by Peripheral
507,470,2020-02-08,Arson,Peripheral,High,City_7,470;313;423;163,Arson operation led by Peripheral
508,359,2020-09-03,Resource Distribution,Broker,Medium,City_7,359;105;390;279,Resource Distribution operation led by Broker
509,480,2021-06-02,Corruption,Coordinator,Medium,City_2,480;394;139,Corruption operation led by Coordinator
510,125,2023-07-23,Coordination,Broker,Low,City_8,125;128;132;14;493,Coordination operation led by Broker
511,136,2024-05-12,Coordination,Broker,High,City_2,136;354;78;442,Coordination operation led by Broker
512,284,2022-05-03,Weapons Supply,Enabler,Medium,City_5,284;431;332;483,Weapons Supply operation led by Enabler
513,220,2022-03-21,Weapons Supply,Enabler,Low,City_9,220;473;62,Weapons Supply operation led by Enabler
514,436,2024-07-28,Collection,Peripheral,Low,City_2,436;458,Collection operation led by Peripheral
515,200,2020-02-01,Logistics,Enabler,Medium,City_2,200;225;142;97;265,Logistics operation led by Enabler
516,468,2023-03-11,Intimidation,Peripheral,Low,City_1,468;237;76;8;72,Intimidation operation led by Peripheral
517,155,2023-04-29,Resource Distribution,Broker,Low,City_8,155;82;471,Resource Distribution operation led by Broker
518,171,2020-01-16,Weapons Supply,Enabler,Severe,City_8,171;31;167;281;87,Weapons Supply operation led by Enabler
519,146,2022-11-24,Intimidation,Peripheral,Medium,City_5,146;309,Intimidation operation led by Peripheral
520,364,2024-06-27,Collection,Peripheral,High,City_5,364;192;455,Collection operation led by Peripheral
521,240,2024-06-21,Strategic Planning,Coordinator,Severe,City_3,240;265;311,Strategic Planning operation led by Coordinator
522,71,2021-12-18,Intimidation,Peripheral,High,City_1,71;119;25,Intimidation operation led by Peripheral
523,155,2023-12-07,Illegal Contracts,Broker,High,City_1,155;330;141;50;475,Illegal Contracts operation led by Broker
524,82,2024-07-29,Logistics,Enabler,Low,City_10,82;343;118,Logistics operation led by Enabler
525,77,2020-11-27,Intimidation,Peripheral,Medium,City_4,77;28;194,Intimidation operation led by Peripheral
526,139,2020-10-09,Logistics,Enabler,Medium,City_9,139;287;407;470,Logistics operation led by Enabler
527,475,2023-08-26,Illegal Contracts,Broker,Medium,City_1,475;321,Illegal Contracts operation led by Broker
528,181,2021-08-13,Robbery,Peripheral,Medium,City_7,181;255;145;71,Robbery operation led by Peripheral
529,493,2022-07-15,Resource Distribution,Broker,Severe,City_10,493;69;142;98,Resource Distribution operation led by Broker
530,133,2024-06-05,Robbery,Peripheral,High,City_6,133;329;29;455;390,Robbery operation led by Peripheral
531,127,2024-06-22,Arson,Peripheral,Low,City_1,127;464;308;184,Arson operation led by Peripheral
532,338,2022-11-15,Logistics,Enabler,Severe,City_6,338;294;466;57;188,Logistics operation led by Enabler
533,121,2022-03-15,Coordination,Broker,Low,City_4,121;78;337,Coordination operation led by Broker
534,383,2020-02-15,Logistics,Enabler,Medium,City_4,383;153;430;99,Logistics operation led by Enabler
535,276,2024-09-25,Arson,Peripheral,Low,City_10,276;386;28,Arson operation led by Peripheral
536,371,2021-08-17,Collection,Peripheral,Low,City_8,371;176;338,Collection operation led by Peripheral
537,333,2024-02-05,Logistics,Enabler,Medium,City_2,333;196;192;348;110,Logistics operation led by Enabler
538,42,2024-01-21,Money Laundering,Coordinator,Severe,City_6,42;264;398;18,Money Laundering operation led by Coordinator
539,26,2023-05-23,Arson,Peripheral,Medium,City_7,26;148;424;471,Arson operation led by Peripheral
540,17,2023-02-06,Logistics,Enabler,Low,City_8,17;144;148;475;498,Logistics operation led by Enabler
541,22,2020-06-17,Drug Trafficking,Enabler,Low,City_5,22;389;44,Drug Trafficking operation led by Enabler
542,87,2020-08-18,Robbery,Peripheral,High,City_9,87;307;17,Robbery operation led by Peripheral
543,257,2021-03-21,Document Forgery,Enabler,Medium,City_8,257;79;109,Document Forgery operation led by Enabler
544,110,2020-07-11,Arson,Peripheral,Low,City_7,110;402,Arson operation led by Peripheral
545,310,2023-11-02,Collection,Peripheral,Medium,City_5,310;349;9;397;254,Collection operation led by Peripheral
546,317,2024-05-13,Coordination,Broker,High,City_7,317;239;80;107;369,Coordination operation led by Broker
547,342,2024-09-20,Arson,Peripheral,Medium,City_5,342;412;64;210;16,Arson operation led by Peripheral
548,383,2024-07-17,Logistics,Enabler,High,City_2,383;230;467;58;213,Logistics operation led by Enabler
