incident_id,person_id,date,crime_type,modus_operandi,severity,location,persons_involved,description
269,307,2023-12-23,Money Laundering,Coordinator,High,City_1,307;108,Money Laundering operation led by Coordinator
270,248,2022-07-14,Strategic Planning,Coordinator,Severe,City_5,248;286;15,Strategic Planning operation led by Coordinator
271,256,2024-01-30,Logistics,Enabler,Low,City_1,256;315;68,Logistics operation led by Enabler
272,221,2024-10-09,Illegal Contracts,Broker,Medium,City_2,221;136,Illegal Contracts operation led by Broker
273,80,2020-04-04,Document Forgery,Enabler,Medium,City_3,80;89;137;390,Document Forgery operation led by Enabler
274,248,2022-05-20,Money Laundering,Coordinator,Medium,City_6,248;44;263,Money Laundering operation led by Coordinator
275,1,2020-01-29,Coordination,Broker,Medium,City_1,1;375;3;81,Coordination operation led by Broker
276,169,2022-07-01,Resource Distribution,Broker,High,City_8,169;0,Resource Distribution operation led by Broker
277,230,2021-11-12,Collection,Peripheral,Low,City_4,230;272;231;128,Collection operation led by Peripheral
278,263,2023-06-02,Territory Control,Coordinator,Severe,City_2,263;362;50,Territory Control operation led by Coordinator
279,14,2024-06-13,Extortion,Broker,Severe,City_2,14;57;261;249;71,Extortion operation led by Broker
280,389,2022-01-21,Territory Control,Coordinator,Severe,City_6,389;217;365,Territory Control operation led by Coordinator
281,144,2023-08-25,Logistics,Enabler,Medium,City_1,144;281;159;318,Logistics operation led by Enabler
282,371,2023-03-08,Robbery,Peripheral,Low,City_5,371;358,Robbery operation led by Peripheral
283,184,2021-03-25,Drug Trafficking,Enabler,Medium,City_10,184;387;257;197;30,Drug Trafficking operation led by Enabler
284,188,2020-09-04,Strategic Planning,Coordinator,Medium,City_6,188;153;217,Strategic Planning operation led by Coordinator
285,295,2024-09-07,Drug Trafficking,Enabler,Medium,City_9,295;177;390;109;53,Drug Trafficking operation led by Enabler
286,256,2022-04-11,Drug Trafficking,Enabler,Medium,City_5,256;214;36;205,Drug Trafficking operation led by Enabler
287,161,2024-05-21,Resource Distribution,Broker,Severe,City_8,161;329;149;350;322,Resource Distribution operation led by Broker
288,323,2020-01-28,Collection,Peripheral,Medium,City_1,323;87,Collection operation led by Peripheral
289,174,2020-09-25,Collection,Peripheral,Medium,City_1,174;183;47,Collection operation led by Peripheral
290,3,2020-06-14,Corruption,Coordinator,Medium,City_6,3;186,Corruption operation led by Coordinator
291,140,2021-10-14,Logistics,Enabler,Severe,City_4,140;261;209;351;249,Logistics operation led by Enabler
292,209,2024-11-17,Document Forgery,Enabler,Severe,City_5,209;83,Document Forgery operation led by Enabler
293,66,2024-03-16,Money Laundering,Coordinator,Severe,City_9,66;132;65;81;213,Money Laundering operation led by Coordinator
294,208,2023-06-10,Collection,Peripheral,Low,City_5,208;191;333;269,Collection operation led by Peripheral
295,185,2022-08-16,Extortion,Broker,Medium,City_6,185;228;386,Extortion operation led by Broker
296,359,2023-10-10,Extortion,Broker,Severe,City_1,359;81;298;125,Extortion operation led by Broker
297,173,2021-04-25,Illegal Contracts,Broker,Medium,City_4,173;129,Illegal Contracts operation led by Broker
298,303,2023-09-02,Arson,Peripheral,Medium,City_6,303;201;354,Arson operation led by Peripheral
299,140,2024-05-14,Logistics,Enabler,Low,City_10,140;91;313;136,Logistics operation led by Enabler
300,4,2020-05-20,Drug Trafficking,Enabler,Low,City_5,4;102,Drug Trafficking operation led by Enabler
301,17,2024-09-23,Arson,Peripheral,High,City_3,17;216;138;241,Arson operation led by Peripheral
302,171,2024-01-04,Robbery,Peripheral,Low,City_7,171;94;83;118;203,Robbery operation led by Peripheral
303,53,2024-01-13,Arson,Peripheral,Low,City_9,53;322;283;4,Arson operation led by Peripheral
304,399,2020-04-13,Strategic Planning,Coordinator,Severe,City_8,399;287;80,Strategic Planning operation led by Coordinator
305,65,2024-08-10,Illegal Contracts,Broker,High,City_4,65;239;198,Illegal Contracts operation led by Broker
306,14,2021-02-17,Illegal Contracts,Broker,Medium,City_1,14;95;69,Illegal Contracts operation led by Broker
307,322,2023-06-15,Arson,Peripheral,Severe,City_8,322;254;309,Arson operation led by Peripheral
308,41,2020-10-14,Extortion,Broker,High,City_1,41;375,Extortion operation led by Broker
309,265,2023-09-10,Weapons Supply,Enabler,Low,City_9,265;376,Weapons Supply operation led by Enabler
310,320,2020-07-12,Intimidation,Peripheral,Low,City_7,320;182;275;160;75,Intimidation operation led by Peripheral
311,54,2023-01-18,Collection,Peripheral,Low,City_5,54;28;196;332;23,Collection operation led by Peripheral
312,180,2023-04-23,Extortion,Broker,Low,City_6,180;343,Extortion operation led by Broker
313,263,2022-10-19,Territory Control,Coordinator,Severe,City_1,263;210,Territory Control operation led by Coordinator
314,135,2022-11-03,Drug Trafficking,Enabler,Low,City_8,135;39,Drug Trafficking operation led by Enabler
315,244,2021-08-19,Robbery,Peripheral,Low,City_9,244;287;343;103;201,Robbery operation led by Peripheral
316,320,2024-08-11,Arson,Peripheral,Low,City_8,320;68;285,Arson operation led by Peripheral
317,398,2024-07-04,Collection,Peripheral,Low,City_7,398;361;205,Collection operation led by Peripheral
318,50,2023-01-22,Territory Control,Coordinator,Medium,City_6,50;249;132;136,Territory Control operation led by Coordinator
319,182,2021-08-16,Drug Trafficking,Enabler,High,City_7,182;357;244,Drug Trafficking operation led by Enabler
320,207,2024-11-08,Money Laundering,Coordinator,Low,City_1,207;220;363;162;110,Money Laundering operation led by Coordinator
321,4,2023-06-07,Logistics,Enabler,Medium,City_8,4;324;337;106,Logistics operation led by Enabler
322,218,2024-04-03,Intimidation,Peripheral,Low,City_2,218;272;334;19;183,Intimidation operation led by Peripheral
323,188,2023-11-13,Territory Control,Coordinator,High,City_9,188;66;85;77,Territory Control operation led by Coordinator
324,2,2022-08-11,Territory Control,Coordinator,Medium,City_4,2;77;82;283,Territory Control operation led by Coordinator
325,390,2023-07-23,Weapons Supply,Enabler,High,City_4,390;219;313;21,Weapons Supply operation led by Enabler
326,395,2020-08-04,Arson,Peripheral,Severe,City_6,395;199;108;210;58,Arson operation led by Peripheral
327,86,2024-05-17,Resource Distribution,Broker,Severe,City_4,86;45;114,Resource Distribution operation led by Broker
328,263,2021-06-14,Territory Control,Coordinator,Severe,City_1,263;234,Territory Control operation led by Coordinator
329,267,2020-01-23,Strategic Planning,Coordinator,High,City_5,267;305;253;64;365,Strategic Planning operation led by Coordinator
330,37,2023-07-19,Document Forgery,Enabler,High,City_8,37;382;127;314,Document Forgery operation led by Enabler
331,253,2020-03-03,Corruption,Coordinator,Medium,City_8,253;131,Corruption operation led by Coordinator
332,252,2021-05-02,Coordination,Broker,Severe,City_5,252;204;331;273,Coordination operation led by Broker
333,25,2024-03-19,Robbery,Peripheral,Severe,City_2,25;397;35;112;106,Robbery operation led by Peripheral
334,131,2020-12-04,Weapons Supply,Enabler,Low,City_9,131;342;169,Weapons Supply operation led by Enabler
335,58,2023-04-03,Arson,Peripheral,Severe,City_2,58;138,Arson operation led by Peripheral
336,83,2023-06-15,Logistics,Enabler,Low,City_8,83;92;174,Logistics operation led by Enabler
337,253,2023-12-06,Strategic Planning,Coordinator,Severe,City_5,253;204;161;50,Strategic Planning operation led by Coordinator
338,52,2022-03-12,Coordination,Broker,High,City_2,52;215;145;367,Coordination operation led by Broker
339,230,2023-07-01,Arson,Peripheral,Medium,City_3,230;155;17,Arson operation led by Peripheral
340,31,2023-12-04,Extortion,Broker,Low,City_10,31;142;73;187,Extortion operation led by Broker
341,309,2021-06-30,Document Forgery,Enabler,High,City_8,309;316;127,Document Forgery operation led by Enabler
342,44,2022-01-12,Logistics,Enabler,Severe,City_3,44;13;113,Logistics operation led by Enabler
343,89,2023-03-11,Arson,Peripheral,High,City_1,89;289;384;308,Arson operation led by Peripheral
344,227,2020-11-18,Arson,Peripheral,Medium,City_4,227;292;68;308;113,Arson operation led by Peripheral
345,255,2020-10-09,Arson,Peripheral,Low,City_9,255;222,Arson operation led by Peripheral
346,273,2022-01-15,Document Forgery,Enabler,High,City_3,273;60,Document Forgery operation led by Enabler
347,396,2024-02-03,Coordination,Broker,Medium,City_2,396;32;27;171,Coordination operation led by Broker
348,32,2023-07-24,Robbery,Peripheral,Medium,City_2,32;91,Robbery operation led by Peripheral
349,116,2020-12-23,Territory Control,Coordinator,Severe,City_4,116;135;20;209,Territory Control operation led by Coordinator
350,97,2022-11-22,Resource Distribution,Broker,Low,City_6,97;194;18;30,Resource Distribution operation led by Broker
351,40,2024-06-07,Intimidation,Peripheral,Medium,City_2,40;199;28;321,Intimidation operation led by Peripheral
352,99,2022-05-26,Arson,Peripheral,Low,City_7,99;266;95;276,Arson operation led by Peripheral
353,247,2021-10-17,Drug Trafficking,Enabler,Low,City_9,247;339,Drug Trafficking operation led by Enabler
354,383,2022-08-08,Document Forgery,Enabler,Low,City_2,383;82,Document Forgery operation led by Enabler
355,69,2024-03-19,Territory Control,Coordinator,Severe,City_2,69;20;362;365;185,Territory Control operation led by Coordinator
356,156,2024-06-07,Coordination,Broker,Medium,City_6,156;330;169;167;399,Coordination operation led by Broker
357,182,2024-04-27,Weapons Supply,Enabler,Medium,City_1,182;173,Weapons Supply operation led by Enabler
358,345,2020-12-22,Collection,Peripheral,Low,City_7,345;237;23;295,Collection operation led by Peripheral
359,348,2024-07-26,Territory Control,Coordinator,Severe,City_2,348;351;139,Territory Control operation led by Coordinator
360,174,2024-07-04,Collection,Peripheral,Low,City_9,174;19,Collection operation led by Peripheral
361,158,2023-06-18,Money Laundering,Coordinator,Severe,City_3,158;162;221;136,Money Laundering operation led by Coordinator
362,41,2023-04-30,Extortion,Broker,High,City_10,41;173,Extortion operation led by Broker
363,1,2024-08-04,Resource Distribution,Broker,Medium,City_5,1;198;394,Resource Distribution operation led by Broker
364,72,2020-06-23,Coordination,Broker,Low,City_6,72;4;330;312,Coordination operation led by Broker
365,115,2020-06-07,Intimidation,Peripheral,Low,City_6,115;164;95,Intimidation operation led by Peripheral
366,188,2023-10-26,Corruption,Coordinator,Severe,City_10,188;221;116,Corruption operation led by Coordinator
367,176,2021-04-24,Illegal Contracts,Broker,Low,City_5,176;4;34;289,Illegal Contracts operation led by Broker
368,280,2021-02-11,Document Forgery,Enabler,Low,City_9,280;185;347,Document Forgery operation led by Enabler
369,131,2023-11-11,Logistics,Enabler,Medium,City_10,131;87;375;296;392,Logistics operation led by Enabler
370,184,2021-01-02,Document Forgery,Enabler,Severe,City_6,184;385,Document Forgery operation led by Enabler
371,180,2022-05-01,Coordination,Broker,High,City_10,180;348;255;9;382,Coordination operation led by Broker
372,292,2024-12-07,Robbery,Peripheral,High,City_4,292;227;177,Robbery operation led by Peripheral
373,102,2020-01-18,Robbery,Peripheral,Low,City_6,102;269,Robbery operation led by Peripheral
374,178,2024-08-07,Arson,Peripheral,High,City_6,178;24;49;205,Arson operation led by Peripheral
375,19,2021-08-29,Logistics,Enabler,Medium,City_4,19;344;170,Logistics operation led by Enabler
376,58,2024-08-21,Collection,Peripheral,High,City_5,58;225;367,Collection operation led by Peripheral
377,123,2022-12-17,Logistics,Enabler,High,City_3,123;329;202;296,Logistics operation led by Enabler
378,359,2023-05-23,Resource Distribution,Broker,Severe,City_5,359;152;374;245;1,Resource Distribution operation led by Broker
379,85,2022-05-13,Territory Control,Coordinator,Medium,City_8,85;248,Territory Control operation led by Coordinator
380,200,2023-01-03,Robbery,Peripheral,Low,City_8,200;216;154,Robbery operation led by Peripheral
381,111,2021-08-13,Collection,Peripheral,Low,City_6,111;365,Collection operation led by Peripheral
382,307,2023-09-29,Corruption,Coordinator,Low,City_5,307;353;80;37;258,Corruption operation led by Coordinator
383,322,2020-01-08,Robbery,Peripheral,Low,City_2,322;76;377,Robbery operation led by Peripheral
384,121,2021-04-15,Collection,Peripheral,Low,City_6,121;113;273;398,Collection operation led by Peripheral
385,221,2022-09-06,Resource Distribution,Broker,Severe,City_10,221;364;266;304,Resource Distribution operation led by Broker
386,390,2023-04-19,Weapons Supply,Enabler,Low,City_9,390;319;283,Weapons Supply operation led by Enabler
387,213,2023-09-21,Weapons Supply,Enabler,Severe,City_9,213;385;205,Weapons Supply operation led by Enabler
388,220,2020-10-15,Document Forgery,Enabler,Medium,City_1,220;225;370,Document Forgery operation led by Enabler
389,375,2024-03-24,Collection,Peripheral,High,City_6,375;371;249;184,Collection operation led by Peripheral
390,176,2023-12-05,Extortion,Broker,Severe,City_6,176;82;55,Extortion operation led by Broker
391,228,2020-06-10,Weapons Supply,Enabler,Severe,City_2,228;265;93;270,Weapons Supply operation led by Enabler
392,34,2020-10-07,Robbery,Peripheral,Low,City_3,34;191;203;111,Robbery operation led by Peripheral
393,338,2022-07-27,Logistics,Enabler,Severe,City_9,338;346;203;345,Logistics operation led by Enabler
394,307,2020-06-20,Corruption,Coordinator,Medium,City_7,307;219,Corruption operation led by Coordinator
395,65,2024-02-24,Coordination,Broker,Low,City_4,65;288;332;339,Coordination operation led by Broker
396,294,2021-08-24,Strategic Planning,Coordinator,Low,City_5,294;220;219;146,Strategic Planning operation led by Coordinator
397,383,2024-04-23,Weapons Supply,Enabler,Medium,City_1,383;375,Weapons Supply operation led by Enabler
398,51,2024-04-13,Intimidation,Peripheral,Medium,City_6,51;195;138,Intimidation operation led by Peripheral
399,169,2023-11-12,Extortion,Broker,Low,City_3,169;80,Extortion operation led by Broker
400,274,2022-07-05,Arson,Peripheral,High,City_10,274;304,Arson operation led by Peripheral
401,28,2021-08-21,Intimidation,Peripheral,Low,City_1,28;129;182;155,Intimidation operation led by Peripheral
402,270,2022-05-08,Collection,Peripheral,Low,City_9,270;27;191;119,Collection operation led by Peripheral
403,81,2023-11-14,Strategic Planning,Coordinator,Severe,City_6,81;162;77;188,Strategic Planning operation led by Coordinator
404,146,2021-05-18,Weapons Supply,Enabler,Low,City_10,146;34;376;390;332,Weapons Supply operation led by Enabler
405,351,2022-06-03,Coordination,Broker,High,City_9,351;105;281,Coordination operation led by Broker
406,391,2020-09-29,Illegal Contracts,Broker,High,City_8,391;234;3,Illegal Contracts operation led by Broker
407,218,2021-05-21,Intimidation,Peripheral,High,City_6,218;314;129;325;39,Intimidation operation led by Peripheral
408,141,2020-07-21,Robbery,Peripheral,Severe,City_4,141;11;179,Robbery operation led by Peripheral
409,110,2020-04-29,Extortion,Broker,High,City_5,110;232;282,Extortion operation led by Broker
410,2,2024-11-12,Money Laundering,Coordinator,Severe,City_1,2;101;209,Money Laundering operation led by Coordinator
411,212,2020-08-20,Collection,Peripheral,Low,City_6,212;241;20;286,Collection operation led by Peripheral
412,213,2021-09-20,Logistics,Enabler,Medium,City_7,213;4,Logistics operation led by Enabler
413,2,2021-03-23,Strategic Planning,Coordinator,High,City_6,2;116;248,Strategic Planning operation led by Coordinator
414,14,2020-05-31,Extortion,Broker,High,City_2,14;335;242;27,Extortion operation led by Broker
415,268,2023-11-21,Collection,Peripheral,Low,City_4,268;179;47;137;26,Collection operation led by Peripheral
416,174,2020-12-25,Intimidation,Peripheral,Low,City_5,174;308,Intimidation operation led by Peripheral
417,212,2024-12-07,Intimidation,Peripheral,Medium,City_3,212;5;340;333,Intimidation operation led by Peripheral
418,334,2023-03-11,Logistics,Enabler,Medium,City_5,334;301;133,Logistics operation led by Enabler
419,248,2022-12-25,Corruption,Coordinator,Severe,City_1,248;346;52;83;108,Corruption operation led by Coordinator
420,218,2024-04-05,Collection,Peripheral,Medium,City_5,218;264;231;288,Collection operation led by Peripheral
421,93,2020-08-19,Logistics,Enabler,Low,City_1,93;390;274;260,Logistics operation led by Enabler
422,81,2024-02-12,Territory Control,Coordinator,Medium,City_8,81;117;280,Territory Control operation led by Coordinator
423,175,2022-02-25,Coordination,Broker,Medium,City_7,175;6,Coordination operation led by Broker
424,50,2021-10-21,Strategic Planning,Coordinator,Severe,City_6,50;367;298,Strategic Planning operation led by Coordinator
425,92,2023-08-01,Collection,Peripheral,Low,City_7,92;358;338;245,Collection operation led by Peripheral
426,41,2024-01-12,Illegal Contracts,Broker,High,City_2,41;85;330,Illegal Contracts operation led by Broker
427,176,2024-10-28,Coordination,Broker,Medium,City_6,176;305;57,Coordination operation led by Broker
428,293,2022-03-06,Arson,Peripheral,Medium,City_1,293;321,Arson operation led by Peripheral
429,97,2021-04-01,Extortion,Broker,Low,City_5,97;326;24,Extortion operation led by Broker
430,195,2022-03-05,Weapons Supply,Enabler,Severe,City_8,195;72;62,Weapons Supply operation led by Enabler
431,185,2021-01-05,Extortion,Broker,High,City_7,185;30;264;155;83,Extortion operation led by Broker
432,320,2023-09-11,Intimidation,Peripheral,Low,City_7,320;89;281;347,Intimidation operation led by Peripheral
433,333,2023-04-24,Logistics,Enabler,Medium,City_2,333;356,Logistics operation led by Enabler
434,327,2022-02-23,Resource Distribution,Broker,Medium,City_6,327;326;150,Resource Distribution operation led by Broker
435,303,2021-05-20,Collection,Peripheral,Medium,City_10,303;43;115;125;187,Collection operation led by Peripheral
436,209,2020-04-12,Logistics,Enabler,High,City_7,209;201;4;255,Logistics operation led by Enabler
437,175,2020-03-03,Resource Distribution,Broker,High,City_5,175;240,Resource Distribution operation led by Broker
438,56,2020-03-28,Robbery,Peripheral,Medium,City_3,56;398,Robbery operation led by Peripheral
439,27,2024-12-14,Document Forgery,Enabler,Low,City_6,27;239;103,Document Forgery operation led by Enabler
440,181,2023-10-03,Intimidation,Peripheral,Low,City_1,181;218;236;321;334,Intimidation operation led by Peripheral
441,152,2021-05-19,Corruption,Coordinator,High,City_7,152;166;219,Corruption operation led by Coordinator
442,197,2024-01-19,Illegal Contracts,Broker,High,City_4,197;44;230;162;365,Illegal Contracts operation led by Broker
443,193,2023-01-07,Document Forgery,Enabler,Medium,City_2,193;168;300,Document Forgery operation led by Enabler
444,108,2022-08-27,Weapons Supply,Enabler,Medium,City_3,108;89,Weapons Supply operation led by Enabler
445,374,2024-10-24,Money Laundering,Coordinator,High,City_3,374;176;359;383,Money Laundering operation led by Coordinator
446,146,2023-10-31,Logistics,Enabler,Medium,City_9,146;136,Logistics operation led by Enabler
447,158,2022-06-09,Money Laundering,Coordinator,High,City_8,158;186;242;15,Money Laundering operation led by Coordinator
448,313,2021-08-14,Resource Distribution,Broker,High,City_5,313;110;329;396,Resource Distribution operation led by Broker
449,282,2022-08-13,Robbery,Peripheral,Low,City_3,282;255;94;350;91,Robbery operation led by Peripheral
450,32,2022-04-10,Arson,Peripheral,Severe,City_4,32;361;280,Arson operation led by Peripheral
451,255,2021-03-14,Collection,Peripheral,High,City_9,255;234;75;163,Collection operation led by Peripheral
452,191,2022-12-21,Drug Trafficking,Enabler,Low,City_4,191;297;179;387,Drug Trafficking operation led by Enabler
453,307,2020-11-11,Territory Control,Coordinator,Severe,City_2,307;296;265;364,Territory Control operation led by Coordinator
454,148,2023-09-12,Coordination,Broker,High,City_2,148;221,Coordination operation led by Broker
455,242,2023-12-26,Extortion,Broker,Medium,City_8,242;262;50;197;358,Extortion operation led by Broker
456,63,2022-02-20,Robbery,Peripheral,Low,City_9,63;363;55;23;381,Robbery operation led by Peripheral
457,181,2021-08-10,Robbery,Peripheral,Low,City_5,181;63;319;276;103,Robbery operation led by Peripheral
458,54,2022-11-22,Robbery,Peripheral,Medium,City_4,54;179;133;160;369,Robbery operation led by Peripheral
459,81,2022-07-25,Territory Control,Coordinator,Severe,City_10,81;313;362;209;217,Territory Control operation led by Coordinator
460,294,2022-05-10,Strategic Planning,Coordinator,High,City_1,294;110,Strategic Planning operation led by Coordinator
461,296,2020-12-08,Coordination,Broker,Medium,City_4,296;386;45,Coordination operation led by Broker
462,338,2024-05-19,Drug Trafficking,Enabler,Medium,City_9,338;369,Drug Trafficking operation led by Enabler
463,122,2020-12-21,Robbery,Peripheral,Low,City_10,122;364;46;183;262,Robbery operation led by Peripheral
464,154,2021-06-23,Collection,Peripheral,Severe,City_5,154;383;183;102,Collection operation led by Peripheral
465,39,2021-10-01,Collection,Peripheral,Medium,City_4,39;191;335;241,Collection operation led by Peripheral
466,298,2022-12-09,Illegal Contracts,Broker,High,City_1,298;126;125;182;93,Illegal Contracts operation led by Broker
467,200,2020-08-04,Collection,Peripheral,Severe,City_6,200;377;265;285,Collection operation led by Peripheral
468,185,2024-06-12,Resource Distribution,Broker,Low,City_5,185;327,Resource Distribution operation led by Broker
469,33,2022-09-03,Illegal Contracts,Broker,Severe,City_9,33;105;375;397,Illegal Contracts operation led by Broker
470,317,2021-02-17,Intimidation,Peripheral,Medium,City_4,317;99;341;45;260,Intimidation operation led by Peripheral
471,82,2020-07-16,Logistics,Enabler,Medium,City_8,82;388,Logistics operation led by Enabler
472,246,2020-08-13,Intimidation,Peripheral,Low,City_9,246;159,Intimidation operation led by Peripheral
473,117,2023-08-01,Weapons Supply,Enabler,Medium,City_8,117;355;192;156;347,Weapons Supply operation led by Enabler
474,101,2020-10-05,Weapons Supply,Enabler,Low,City_5,101;6;187,Weapons Supply operation led by Enabler
475,61,2021-05-11,Strategic Planning,Coordinator,Severe,City_8,61;176,Strategic Planning operation led by Coordinator
476,52,2021-04-01,Resource Distribution,Broker,Severe,City_1,52;282;181,Resource Distribution operation led by Broker
477,258,2024-07-16,Drug Trafficking,Enabler,Low,City_9,258;84;58;82,Drug Trafficking operation led by Enabler
478,364,2021-07-15,Document Forgery,Enabler,Low,City_2,364;57;261,Document Forgery operation led by Enabler
479,33,2021-04-09,Coordination,Broker,Severe,City_9,33;44;126;4;121,Coordination operation led by Broker
480,346,2024-10-08,Illegal Contracts,Broker,Low,City_3,346;167;304;399,Illegal Contracts operation led by Broker
481,100,2024-10-19,Coordination,Broker,Medium,City_9,100;40;152;5;265,Coordination operation led by Broker
482,245,2021-03-25,Weapons Supply,Enabler,Severe,City_3,245;269;155,Weapons Supply operation led by Enabler
483,378,2021-09-20,Drug Trafficking,Enabler,High,City_4,378;151;223;99;88,Drug Trafficking operation led by Enabler
484,213,2023-05-21,Logistics,Enabler,Low,City_9,213;163,Logistics operation led by Enabler
485,80,2020-05-04,Weapons Supply,Enabler,Low,City_4,80;75;25;239;121,Weapons Supply operation led by Enabler
486,215,2020-01-05,Arson,Peripheral,High,City_6,215;202;127;106,Arson operation led by Peripheral
487,245,2021-02-28,Drug Trafficking,Enabler,Low,City_10,245;371,Drug Trafficking operation led by Enabler
488,110,2024-07-23,Extortion,Broker,High,City_7,110;244,Extortion operation led by Broker
489,48,2022-12-02,Robbery,Peripheral,Low,City_8,48;121;79;297,Robbery operation led by Peripheral
490,395,2023-07-03,Arson,Peripheral,High,City_1,395;99,Arson operation led by Peripheral
491,369,2024-07-20,Collection,Peripheral,Low,City_1,369;34,Collection operation led by Peripheral
492,65,2020-01-08,Illegal Contracts,Broker,Medium,City_3,65;131,Illegal Contracts operation led by Broker
493,231,2020-12-09,Collection,Peripheral,High,City_10,231;44,Collection operation led by Peripheral
494,31,2020-04-14,Resource Distribution,Broker,High,City_1,31;381;0,Resource Distribution operation led by Broker
495,199,2024-07-01,Arson,Peripheral,Severe,City_1,199;108;111,Arson operation led by Peripheral
496,328,2021-03-26,Extortion,Broker,Medium,City_10,328;239;135,Extortion operation led by Broker
497,150,2024-01-15,Intimidation,Peripheral,Low,City_8,150;398;53;384;128,Intimidation operation led by Peripheral
498,19,2023-01-01,Drug Trafficking,Enabler,High,City_7,19;111;247;365;53,Drug Trafficking operation led by Enabler
499,153,2023-11-05,Coordination,Broker,Severe,City_4,153;8;391;16;194,Coordination operation led by Broker
500,382,2022-05-17,Robbery,Peripheral,High,City_2,382;249;226;215;0,Robbery operation led by Peripheral
501,83,2021-10-19,Document Forgery,Enabler,Medium,City_6,83;111,Document Forgery operation led by Enabler
502,275,2023-10-05,Robbery,Peripheral,High,City_9,275;273;339;257;5,Robbery operation led by Peripheral
503,133,2022-07-18,Collection,Peripheral,Medium,City_4,133;123;383,Collection operation led by Peripheral
504,123,2021-08-15,Weapons Supply,Enabler,Medium,City_10,123;178;92,Weapons Supply operation led by Enabler
505,193,2021-05-14,Weapons Supply,Enabler,High,City_9,193;161;141,Weapons Supply operation led by Enabler
506,286,2024-04-04,Weapons Supply,Enabler,Severe,City_5,286;390,Weapons Supply operation led by Enabler
507,16,2022-03-26,Document Forgery,Enabler,Medium,City_1,16;247;284,Document Forgery operation led by Enabler
508,175,2020-09-14,Illegal Contracts,Broker,High,City_7,175;10;365,Illegal Contracts operation led by Broker
509,376,2023-06-26,Intimidation,Peripheral,Low,City_10,376;308;155;53;321,Intimidation operation led by Peripheral
510,362,2021-04-20,Corruption,Coordinator,Medium,City_10,362;298;44;204;347,Corruption operation led by Coordinator
511,362,2020-11-23,Territory Control,Coordinator,Severe,City_1,362;147,Territory Control operation led by Coordinator
512,109,2023-01-27,Intimidation,Peripheral,High,City_6,109;225,Intimidation operation led by Peripheral
513,15,2021-05-30,Illegal Contracts,Broker,Severe,City_1,15;374;105;69;89,Illegal Contracts operation led by Broker
514,90,2021-09-13,Intimidation,Peripheral,Medium,City_3,90;140,Intimidation operation led by Peripheral
515,97,2020-11-02,Illegal Contracts,Broker,Severe,City_9,97;127;389,Illegal Contracts operation led by Broker
516,362,2023-08-24,Money Laundering,Coordinator,Severe,City_10,362;100;86,Money Laundering operation led by Coordinator
517,147,2020-06-21,Weapons Supply,Enabler,Low,City_5,147;55;245;107;212,Weapons Supply operation led by Enabler
518,265,2023-07-11,Logistics,Enabler,Severe,City_2,265;383;365,Logistics operation led by Enabler
519,114,2020-05-09,Arson,Peripheral,High,City_3,114;44,Arson operation led by Peripheral
520,133,2022-10-23,Intimidation,Peripheral,Medium,City_7,133;127;55,Intimidation operation led by Peripheral
521,48,2021-10-24,Robbery,Peripheral,Medium,City_9,48;70;258;129,Robbery operation led by Peripheral
522,298,2024-07-16,Extortion,Broker,Medium,City_5,298;266,Extortion operation led by Broker
523,184,2021-08-06,Logistics,Enabler,Low,City_3,184;398,Logistics operation led by Enabler
524,30,2024-01-01,Illegal Contracts,Broker,Medium,City_5,30;108,Illegal Contracts operation led by Broker
525,26,2022-12-20,Arson,Peripheral,High,City_8,26;184,Arson operation led by Peripheral
526,83,2024-01-22,Logistics,Enabler,Severe,City_1,83;14;288;115,Logistics operation led by Enabler
527,150,2024-04-10,Intimidation,Peripheral,Medium,City_6,150;258,Intimidation operation led by Peripheral
528,3,2021-06-04,Territory Control,Coordinator,High,City_5,3;66;44;193;399,Territory Control operation led by Coordinator
529,192,2024-01-26,Collection,Peripheral,Low,City_3,192;55,Collection operation led by Peripheral
530,222,2024-11-29,Intimidation,Peripheral,Medium,City_6,222;289;208;371;76,Intimidation operation led by Peripheral
531,253,2024-02-14,Corruption,Coordinator,High,City_10,253;158,Corruption operation led by Coordinator
532,86,2024-12-20,Illegal Contracts,Broker,Severe,City_2,86;108;168;333,Illegal Contracts operation led by Broker
533,307,2023-01-09,Territory Control,Coordinator,Severe,City_3,307;309,Territory Control operation led by Coordinator
534,151,2024-01-01,Illegal Contracts,Broker,Medium,City_2,151;356,Illegal Contracts operation led by Broker
535,156,2023-03-29,Extortion,Broker,Medium,City_10,156;182,Extortion operation led by Broker
536,31,2021-08-11,Illegal Contracts,Broker,Medium,City_10,31;358;353;377,Illegal Contracts operation led by Broker
537,101,2023-06-06,Logistics,Enabler,Medium,City_1,101;201;341,Logistics operation led by Enabler
538,263,2021-11-20,Strategic Planning,Coordinator,Medium,City_2,263;139;267;207;362,Strategic Planning operation led by Coordinator
539,46,2022-09-04,Logistics,Enabler,High,City_5,46;101;135,Logistics operation led by Enabler
540,81,2020-08-20,Territory Control,Coordinator,Severe,City_9,81;396;265;169,Territory Control operation led by Coordinator
541,293,2021-06-13,Arson,Peripheral,Low,City_9,293;35;345,Arson operation led by Peripheral
542,324,2021-07-10,Extortion,Broker,High,City_10,324;118,Extortion operation led by Broker
543,395,2022-10-06,Arson,Peripheral,Medium,City_1,395;216,Arson operation led by Peripheral
